Região Administrativa;Região de Governo;Município;Núcleo Regional;Unidades do CEETEPS;Código da Unidade;Número da Turma; Turma;Tipo de Ensino;Eixo Tecnológico/Educação Básica;Área Profissional;Habilitação/Curso;Período;Sexo Feminino;Sexo Masculino;Total de Alunos; Médio na ETEC;Médio em outra ETEC;Médio fora do CPS;Médio Concluído;Aprovados;Promoção Parcial;Retidos por Frequência;Retidos por Rendimento; Retidos por Frequencia e Rendimento; Retenção Parcial;Desistências;Transferências Expedidas;Transferências Recebidas;Trancamentos
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;235.528.551;2º Módulo;Técnico;Segurança;Saúde;Segurança do Trabalho;Manhã;9;20;29;0;0;4;25;20;0;0;0;0;0;2;3;1;5
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;235.528.445;1º Módulo;Técnico;Segurança;Saúde;Segurança do Trabalho;Manhã;24;14;38;0;0;7;31;32;0;0;0;1;0;3;2;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;235.528.866;3º Módulo;Técnico;Segurança;Saúde;Segurança do Trabalho;Manhã;11;13;24;0;0;2;22;22;0;0;0;0;0;0;1;0;1
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;235.528.742;2º Módulo;Técnico;Segurança;Saúde;Segurança do Trabalho;Noite;15;18;33;0;0;1;32;29;0;0;0;1;0;0;1;3;5
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;235.528.957;3º Módulo;Técnico;Segurança;Saúde;Segurança do Trabalho;Noite;19;21;40;0;1;1;38;35;0;0;1;2;0;3;0;1;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;235.220.613;1ª Série;Integrado;Gestão e Negócios;Gestão;Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec (Novotec);Manhã;25;15;40;0;0;0;0;38;0;0;0;1;0;1;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;235.220.647;2ª Série;Integrado;Gestão e Negócios;Gestão;Ensino Médio com Habilitação Profissional de Técnico em Administração - MTec (Novotec);Manhã;19;18;37;0;0;0;0;34;0;0;0;2;0;1;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;235.220.621;1ª Série;Integrado;Gestão e Negócios;Gestão;Ensino Médio com Habilitação Profissional de Técnico em Logística - MTec (Novotec);Manhã;20;20;40;0;0;0;0;40;0;0;0;0;0;0;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;235.220.662;2ª Série;Integrado;Gestão e Negócios;Gestão;Ensino Médio com Habilitação Profissional de Técnico em Logística - MTec (Novotec);Manhã;18;20;38;0;0;0;0;33;0;0;1;4;0;0;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;235.220.639;1ª Série;Integrado;Ambiente e Saúde;Saúde;Ensino Médio com Habilitação Profissional de Técnico em Nutrição e Dietética - MTec (Novotec);Manhã;29;8;37;0;0;0;0;37;0;0;0;0;0;0;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;235.220.688;2ª Série;Integrado;Ambiente e Saúde;Saúde;Ensino Médio com Habilitação Profissional de Técnico em Nutrição e Dietética - MTec (Novotec);Manhã;33;3;36;0;0;0;0;35;0;0;0;0;0;0;0;0;1
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa;122;235.220.605;3ª Série;Integrado;Ambiente e Saúde;Saúde;Nutrição e Dietética (Etim);Integral;30;3;33;0;0;0;0;32;0;0;0;0;0;1;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa (EE Prof.ª Zulmira Campos);122.01 - Ext/Etec;235.529.377;2º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;23;17;40;0;0;3;37;36;0;0;0;0;0;2;0;0;2
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa (EE Prof.ª Zulmira Campos);122.01 - Ext/Etec;235.529.526;3º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;23;11;34;0;0;7;27;29;0;0;0;1;0;4;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa (EE Prof.ª Zulmira Campos);122.01 - Ext/Etec;235.529.013;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;26;14;40;1;0;2;37;36;0;0;0;0;0;3;1;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa (EE Prof.ª Zulmira Campos);122.01 - Ext/Etec;235.529.062;1º Módulo;Técnico;Gestão e Negócios;Gestão;Logística;Noite;19;21;40;0;0;5;35;34;0;0;0;2;0;5;0;1;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa (EE Prof.ª Zulmira Campos);122.01 - Ext/Etec;235.529.443;2º Módulo;Técnico;Gestão e Negócios;Gestão;Logística;Noite;17;21;38;0;0;5;33;29;0;0;0;3;0;3;0;0;3
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa (EE Prof.ª Zulmira Campos);122.01 - Ext/Etec;235.529.609;3º Módulo;Técnico;Gestão e Negócios;Gestão;Logística;Noite;16;14;30;0;0;2;28;25;0;0;0;0;0;5;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa (EE Prof.ª Zulmira Campos);122.01 - Ext/Etec;235.529.104;1º Módulo;Técnico;Infraestrutura;Indústria;Portos;Noite;18;21;39;0;0;9;30;21;0;0;0;3;0;15;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa (EE Prof.ª Zulmira Campos);122.01 - Ext/Etec;235.529.518;2º Módulo;Técnico;Infraestrutura;Indústria;Portos;Noite;14;26;40;0;0;7;33;30;0;0;0;4;0;6;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;Santos;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Dona Escolástica Rosa (EE Prof.ª Zulmira Campos);122.01 - Ext/Etec;235.529.625;3º Módulo;Técnico;Infraestrutura;Indústria;Portos;Noite;7;15;22;0;0;1;21;18;0;0;0;0;0;4;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;234.493.195;2ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio;Manhã;18;22;40;0;0;0;0;37;3;0;0;0;0;0;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;234.493.203;2ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio;Manhã;17;23;40;0;0;0;0;39;1;0;0;0;0;0;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;234.493.179;1ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio;Manhã;19;21;40;0;0;0;0;38;2;0;0;0;0;0;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;234.493.187;1ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio;Manhã;18;22;40;0;0;0;0;35;5;0;0;0;0;0;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;234.493.211;3ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio;Manhã;19;20;39;0;0;0;0;39;0;0;0;0;0;0;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;234.493.229;3ª Série;Médio;Educação Básica;Educação Básica - Ensino Médio;Ensino Médio;Manhã;17;24;41;0;0;0;0;41;0;0;0;0;0;0;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;235.508.033;1º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Tarde;11;29;40;4;1;22;13;34;2;0;0;1;0;3;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;235.508.058;2º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Tarde;6;27;33;9;0;18;6;28;3;0;0;1;0;0;0;0;1
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;235.508.066;3º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Tarde;11;24;35;4;0;19;12;33;0;0;0;0;0;1;0;0;1
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;235.508.256;3º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;7;26;33;0;0;6;27;30;0;0;0;3;0;0;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;235.508.231;1º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;31;9;40;0;1;9;30;30;1;0;0;1;0;8;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;235.508.249;2º Módulo;Técnico;Informação e Comunicação;Informática;Desenvolvimento de Sistemas;Noite;3;28;31;5;0;9;17;21;0;0;0;0;0;4;0;0;6
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;235.507.985;1º Módulo;Técnico;Infraestrutura;Construção Civil;Edificações;Tarde;22;18;40;0;0;27;13;31;2;0;0;1;0;6;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;235.508.181;2º Módulo;Técnico;Infraestrutura;Construção Civil;Edificações;Noite;5;24;29;0;0;5;24;22;2;0;0;2;0;1;0;0;2
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;235.508.165;1º Módulo;Técnico;Infraestrutura;Construção Civil;Edificações;Noite;17;23;40;1;0;12;27;32;5;0;0;2;0;2;0;1;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;235.508.017;2º Módulo;Técnico;Infraestrutura;Construção Civil;Edificações;Tarde;17;20;37;6;1;17;13;33;2;0;1;1;0;0;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;235.508.025;3º Módulo;Técnico;Infraestrutura;Construção Civil;Edificações;Tarde;11;20;31;1;0;13;17;29;0;0;0;0;0;0;1;0;1
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;235.508.207;3º Módulo;Técnico;Infraestrutura;Construção Civil;Edificações;Noite;9;20;29;0;4;0;25;29;0;0;0;1;0;0;0;1;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;235.508.447;3º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Tarde;32;6;38;0;0;0;38;34;1;0;0;0;0;0;1;0;2
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;235.508.462;4º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Manhã;30;2;32;0;0;0;32;28;0;0;2;0;0;1;0;0;1
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;235.508.272;1º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Manhã;32;8;40;0;0;3;37;33;3;0;0;1;0;3;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso;194;235.508.314;2º Módulo;Técnico;Ambiente e Saúde;Saúde;Enfermagem;Tarde;29;10;39;0;0;1;38;34;3;0;0;0;0;0;0;0;2
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso (EE Prof.ª Zulmira de Almeida Lambert);194.02 - Ext/Etec;235.508.553;2º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;20;16;36;0;0;15;21;28;0;0;0;2;0;5;0;0;1
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso (EE Prof.ª Zulmira de Almeida Lambert);194.02 - Ext/Etec;235.508.538;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;22;18;40;0;0;10;30;34;0;0;0;1;0;5;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso (EE Prof.ª Zulmira de Almeida Lambert);194.02 - Ext/Etec;235.508.595;3º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;19;17;36;1;0;9;26;36;0;0;0;0;0;0;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso (EE Prof.ª Zulmira de Almeida Lambert);194.02 - Ext/Etec;235.508.686;3º Módulo;Técnico;Gestão e Negócios;Gestão;Logística;Noite;11;20;31;0;0;7;24;27;0;0;0;0;0;4;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso (EE Prof.ª Zulmira de Almeida Lambert);194.02 - Ext/Etec;235.508.637;1º Módulo;Técnico;Gestão e Negócios;Gestão;Logística;Noite;19;21;40;0;0;14;26;36;0;0;0;1;0;3;0;0;0
Metropolitana da Baixada Santista;Metropolitana da Baixada Santista;São Vicente;Supervisão Pedagógica  Regional - Grande São Paulo Sul/Baixada Santista;Etec Doutora Ruth Cardoso (EE Prof.ª Zulmira de Almeida Lambert);194.02 - Ext/Etec;235.508.652;2º Módulo;Técnico;Gestão e Negócios;Gestão;Logística;Noite;17;18;35;0;0;14;21;26;0;0;0;0;0;5;0;0;4
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Arujá;Supervisão Pedagógica Regional - Vale do Paraíba/Litoral Norte;Etec Professora Luzia Maria Machado;274;235.487.360;2º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Manhã;20;16;36;0;0;21;15;33;3;0;0;0;0;0;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Arujá;Supervisão Pedagógica Regional - Vale do Paraíba/Litoral Norte;Etec Professora Luzia Maria Machado;274;235.487.386;2º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;23;16;39;0;0;16;23;30;0;0;0;0;0;2;0;0;7
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Arujá;Supervisão Pedagógica Regional - Vale do Paraíba/Litoral Norte;Etec Professora Luzia Maria Machado;274;235.487.204;1º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Manhã;25;15;40;0;0;24;16;33;0;0;1;0;0;6;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Arujá;Supervisão Pedagógica Regional - Vale do Paraíba/Litoral Norte;Etec Professora Luzia Maria Machado;274;235.487.535;3º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Manhã;27;6;33;0;0;1;32;30;0;0;0;0;0;3;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Arujá;Supervisão Pedagógica Regional - Vale do Paraíba/Litoral Norte;Etec Professora Luzia Maria Machado;274;235.487.550;3º Módulo;Técnico;Gestão e Negócios;Gestão;Administração;Noite;19;17;36;0;0;1;35;33;0;0;0;0;0;1;0;0;2
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Arujá;Supervisão Pedagógica Regional - Vale do Paraíba/Litoral Norte;Etec Professora Luzia Maria Machado;274;235.487.295;1º Módulo;Técnico;Gestão e Negócios;Gestão;Logística;Noite;12;28;40;0;0;10;30;34;0;0;0;0;0;6;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Arujá;Supervisão Pedagógica Regional - Vale do Paraíba/Litoral Norte;Etec Professora Luzia Maria Machado;274;235.487.527;2º Módulo;Técnico;Gestão e Negócios;Gestão;Logística;Noite;12;27;39;0;0;12;27;33;0;0;0;1;0;2;0;0;3
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Arujá;Supervisão Pedagógica Regional - Vale do Paraíba/Litoral Norte;Etec Professora Luzia Maria Machado;274;235.487.584;3º Módulo;Técnico;Gestão e Negócios;Gestão;Logística;Noite;16;16;32;0;0;1;31;31;0;0;0;0;0;0;0;0;1
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Arujá;Supervisão Pedagógica Regional - Vale do Paraíba/Litoral Norte;Etec Professora Luzia Maria Machado;274;235.487.253;1º Módulo;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Tarde;12;28;40;0;0;31;9;34;0;0;0;0;0;6;0;0;0
Metropolitana da Grande São Paulo;Metropolitana da Grande São Paulo;Arujá;Supervisão Pedagógica Regional - Vale do Paraíba/Litoral Norte;Etec Professora Luzia Maria Machado;274;235.487.576;3º Módulo;Técnico;Gestão e Negócios;Gestão;Recursos Humanos;Tarde;23;11;34;0;0;1;33;31;0;0;0;0;0;2;0;0;1
